50.1627	3.600e0
50.5138	2.384e0
50.5431	4.431e0
50.6583	2.728e0
50.7018	2.728e0
50.7535	5.970e0
50.8833	2.356e0
51.0518	3.402e0
51.0802	2.763e0
51.1617	1.254e1
51.3245	9.268e0
51.4699	2.520e0
51.6887	2.408e0
51.8804	2.960e0
52.1371	4.771e0
52.2037	3.412e0
52.3173	6.739e0
52.4248	3.850e0
52.5600	4.094e0
52.7051	2.520e0
52.7982	4.280e0
52.9847	2.697e0
53.0289	2.520e0
53.1180	2.520e0
53.1720	4.146e0
53.2823	8.760e0
53.4289	5.794e0
53.5414	2.408e0
53.8460	2.880e0
54.2347	3.239e0
54.3624	2.960e0
54.4781	6.568e0
54.5394	5.839e0
54.6067	7.154e0
54.7094	8.050e0
54.7760	5.367e0
54.8701	4.322e0
55.0217	7.782e0
55.0526	5.107e0
55.1742	5.033e0
55.6027	3.087e0
55.8242	3.782e0
55.9496	2.372e0
55.9699	3.130e0
56.0508	3.362e2
56.1450	4.709e0
56.2015	3.698e0
56.2846	3.862e0
56.5187	2.697e0
56.6545	3.658e0
56.6801	3.076e0
56.8675	8.153e0
57.0547	7.375e0
57.1005	2.728e0
57.2031	2.520e0
57.2886	6.754e0
57.4154	2.898e0
57.4908	4.913e0
57.5136	3.487e0
57.6822	3.869e0
57.8101	4.429e0
57.8894	2.356e0
58.0659	6.047e0
58.4897	4.237e0
58.6001	4.591e0
58.6752	2.375e0
58.7060	5.155e0
58.7605	2.503e0
59.0489	1.104e2
59.1091	3.851e0
59.1539	2.408e0
59.3694	3.638e0
59.4572	3.240e0
59.5920	2.520e0
59.6447	6.342e0
59.7587	3.272e0
59.8384	7.009e0
60.0570	1.135e2
60.2402	2.408e0
60.3362	2.697e0
60.4614	2.520e0
60.5790	2.840e0
60.5970	4.129e0
60.6373	2.963e0
60.6743	3.626e0
60.7337	2.520e0
60.7613	3.073e0
60.8184	3.776e0
60.9213	2.356e0
61.0120	2.369e2
61.1639	9.095e0
61.2624	5.874e0
61.2811	5.120e0
61.5038	2.807e0
61.5925	4.320e0
61.6130	4.800e0
