"","M","totInt","specNo"
"11969",465.25,3461.61108398438,"36"
"11970",465.26,0,"36"
"11971",465.28,0,"97"
"11972",465.29,0,"97"
"11973",465.3,8463.47680664062,"97"
"11974",465.31,15053.4755859375,"97"
"11975",465.32,8134.78002929688,"97"
"11976",465.33,0,"97"
"11977",465.34,0,"97"
"11978",465.43,0,"26"
"11979",465.44,0,"26"
"11980",465.45,16410.8559570312,"26"
"11981",465.46,9243.23291015625,"26"
"11982",465.47,0,"26"
"11983",465.48,0,"26"
"11984",465.66,0,"77"
"11985",465.67,4490.5166015625,"77"
"11986",465.68,23831.4626464844,"77"
"11987",465.69,44536.4672851562,"77"
"11988",465.7,7229.02319335938,"77"
"11989",465.71,0,"77"
"11990",465.73,0,"14"
"11991",465.74,4275.51318359375,"14"
"11992",465.75,17592.8598632812,"14"
"11993",465.76,2614.8994140625,"14"
"11994",465.77,0,"14"
"11995",466.03,0,"141"
"11996",466.04,0,"141"
"11997",466.05,18157.2268066406,"141"
"11998",466.06,11558.98046875,"141"
"11999",466.07,0,"141"
"12000",466.08,0,"141"
"12001",466.23,0,"28"
"12002",466.24,4430.0263671875,"28"
"12003",466.25,11305.2104492188,"28"
"12004",466.26,10091.15234375,"28"
"12005",466.27,0,"28"
"12006",466.56,0,"183"
"12007",466.57,4900.3828125,"183"
"12008",466.58,20423.2861328125,"183"
"12009",466.59,3167.00708007812,"183"
"12010",466.6,0,"183"
"12011",467.26,0,"166"
"12012",467.27,3824.3623046875,"166"
"12013",467.28,17976.6948242188,"166"
"12014",467.29,4836.44677734375,"166"
"12015",467.3,0,"166"
"12016",467.35,0,"88"
"12017",467.36,0,"88"
"12018",467.37,13255.3256835938,"88"
"12019",467.38,19648.1704101562,"88"
"12020",467.39,0,"34"
"12021",467.4,0,"34"
"12022",467.41,13972.4846191406,"34"
"12023",467.42,13420.4775390625,"34"
"12024",467.43,3842.94702148438,"34"
"12025",467.44,0,"34"
"12026",467.46,0,"70"
"12027",467.47,2344.64208984375,"70"
"12028",467.48,12727.4213867188,"70"
"12029",467.49,15783.9268798828,"70"
"12030",467.5,2057.572265625,"70"
"12031",467.51,0,"184"
"12032",467.77,0,"48"
"12033",467.78,11001.126953125,"48"
"12034",467.79,13516.732421875,"48"
"12035",467.8,2064.92651367188,"48"
"12036",467.81,0,"48"
"12037",468.08,0,"188"
"12038",468.09,10299.2612304688,"188"
"12039",468.1,11376.154296875,"188"
"12040",468.11,3558.5263671875,"188"
"12041",468.12,0,"188"
"12042",468.16,0,"158"
"12043",468.17,0,"158"
"12044",468.18,10465.2270507812,"158"
"12045",468.19,18641.345703125,"158"
"12046",468.2,0,"158"
"12047",468.21,0,"158"
"12048",468.24,0,"190"
"12049",468.25,3671.46044921875,"190"
"12050",468.26,22434.244140625,"190"
"12051",468.27,4385.57421875,"190"
"12052",468.28,0,"190"
"12053",468.41,0,"115"
"12054",468.42,3698.42041015625,"115"
"12055",468.43,13104.0849609375,"115"
"12056",468.44,9653.73291015625,"115"
"12057",468.45,0,"115"
"12058",468.51,0,"136"
"12059",468.52,2473.44287109375,"136"
"12060",468.53,10677.9711914062,"136"
"12061",468.54,7041.51513671875,"136"
"12062",468.55,0,"136"
"12063",468.75,0,"151"
"12064",468.76,0,"74"
"12065",468.77,20513.0334472656,"74"
"12066",468.78,25425.6982421875,"74"
"12067",468.79,3703.18774414062,"74"
"12068",468.8,0,"74"
"12069",468.81,15120.4365234375,"191"
"12070",468.82,8219.90014648438,"191"
"12071",468.83,0,"191"
"12072",468.84,0,"22"
"12073",468.85,0,"22"
"12074",468.86,16997.1669921875,"22"
"12075",468.87,8873.66284179688,"22"
"12076",468.88,0,"22"
"12077",468.89,0,"22"
"12078",468.95,0,"54"
"12079",468.96,4810.91357421875,"54"
"12080",468.97,22487.1162109375,"54"
"12081",468.98,19697.5866699219,"54"
"12082",468.99,0,"54"
"12083",469,0,"54"
"12084",469.06,0,"134"
"12085",469.07,0,"134"
"12086",469.08,11578.0791015625,"134"
"12087",469.09,12147.95703125,"134"
"12088",469.1,4779.8671875,"134"
"12089",469.11,0,"134"
"12090",469.2,0,"128"
"12091",469.21,5324.91259765625,"128"
"12092",469.22,13745.4619140625,"128"
"12093",469.23,11353.2446289062,"128"
"12094",469.24,0,"128"
"12095",469.28,0,"144"
"12096",469.29,0,"144"
"12097",469.3,8784.31176757812,"144"
"12098",469.31,16210.7648925781,"144"
"12099",469.32,0,"144"
"12100",469.33,0,"144"
"12101",469.39,0,"86"
"12102",469.4,5534.6416015625,"86"
"12103",469.41,19945.0478515625,"86"
"12104",469.42,4291.62060546875,"86"
"12105",469.43,0,"86"
"12106",469.49,0,"149"
"12107",469.5,0,"149"
"12108",469.51,11953.5190429688,"149"
"12109",469.52,13677.9267578125,"149"
"12110",469.53,4413.05712890625,"149"
"12111",469.54,0,"149"
"12112",469.71,0,"193"
"12113",469.72,0,"193"
"12114",469.73,15020.0688476562,"193"
"12115",469.74,10930.9028320312,"193"
"12116",469.75,0,"193"
"12117",469.76,0,"193"
"12118",469.77,0,"75"
"12119",469.78,4183.1572265625,"75"
"12120",469.79,17632.1342773438,"75"
"12121",469.8,3431.80517578125,"75"
"12122",469.81,0,"75"
"12123",469.89,0,"100"
"12124",469.9,0,"100"
"12125",469.91,9035.0283203125,"100"
"12126",469.92,10809.1982421875,"100"
"12127",469.93,4707.671875,"88"
"12128",469.94,13278.6235351562,"88"
"12129",469.95,18491.005859375,"88"
"12130",469.96,6420.43896484375,"88"
"12131",469.97,0,"88"
"12132",470.06,0,"82"
"12133",470.07,0,"82"
"12134",470.08,8324.31420898438,"82"
"12135",470.09,13188.4221191406,"82"
"12136",470.1,0,"82"
"12137",470.11,0,"82"
"12138",470.12,0,"99"
"12139",470.13,0,"99"
"12140",470.14,16157.3713378906,"99"
"12141",470.15,7936.62036132812,"99"
"12142",470.16,0,"99"
"12143",470.17,0,"99"
"12144",470.2,0,"29"
"12145",470.21,5918.1953125,"29"
"12146",470.22,16051.8642578125,"29"
"12147",470.23,9813.15893554688,"29"
"12148",470.24,0,"29"
"12149",470.52,0,"53"
"12150",470.53,3956.90014648438,"53"
"12151",470.54,11252.0419921875,"53"
"12152",470.55,9647.265625,"53"
"12153",470.56,0,"53"
"12154",470.57,4303.0498046875,"174"
"12155",470.58,16241.2797851562,"174"
"12156",470.59,10146.0903320312,"174"
"12157",470.6,0,"174"
"12158",470.61,0,"128"
"12159",470.62,4573.52587890625,"128"
"12160",470.63,18531.8896484375,"128"
"12161",470.64,12199.8251953125,"128"
"12162",470.65,3904.833984375,"128"
"12163",470.66,0,"128"
"12164",470.67,0,"148"
"12165",470.68,0,"148"
"12166",470.69,9381.9033203125,"148"
"12167",470.7,18319.505859375,"148"
"12168",470.71,4614.71484375,"148"
"12169",470.72,0,"148"
"12170",470.77,0,"195"
"12171",470.78,11190.65234375,"195"
"12172",470.79,16943.109375,"195"
"12173",470.8,11888.4423828125,"195"
"12174",470.81,0,"195"
"12175",470.82,0,"195"
"12176",470.87,0,"9"
"12177",470.88,3477.3359375,"9"
"12178",470.89,19290.640625,"9"
"12179",470.9,10583.2993164062,"9"
"12180",470.91,0,"9"
"12181",470.92,0,"9"
"12182",471.19,0,"127"
"12183",471.2,3404.90966796875,"127"
"12184",471.21,16345.2563476562,"127"
"12185",471.22,4562.81103515625,"127"
"12186",471.23,0,"127"
"12187",471.33,0,"184"
"12188",471.34,5276.31213378906,"69"
"12189",471.35,15302.896484375,"69"
"12190",471.36,28951.6107177734,"69"
"12191",471.37,3555.5361328125,"69"
"12192",471.38,0,"69"
"12193",471.47,0,"58"
"12194",471.48,0,"58"
"12195",471.49,11453.3950195312,"58"
"12196",471.5,18244.37109375,"58"
"12197",471.51,0,"58"
"12198",471.52,0,"58"
"12199",471.53,4842.01513671875,"77"
"12200",471.54,12108.041015625,"70"
"12201",471.55,7988.83740234375,"70"
"12202",471.56,4951.08923339844,"70"
"12203",471.57,9287.1181640625,"70"
"12204",471.58,0,"70"
"12205",471.59,0,"70"
"12206",471.99,0,"183"
"12207",472,0,"183"
"12208",472.01,18699.29296875,"183"
"12209",472.02,15654.2919921875,"183"
"12210",472.03,4832.990234375,"183"
"12211",472.04,0,"183"
"12212",472.26,0,"182"
"12213",472.27,0,"182"
"12214",472.28,8424.06909179688,"182"
"12215",472.29,18689.2578125,"182"
"12216",472.3,0,"182"
"12217",472.31,0,"182"
"12218",472.41,0,"77"
"12219",472.42,3344.70068359375,"77"
"12220",472.43,17318.91796875,"77"
"12221",472.44,3964.2421875,"77"
"12222",472.45,0,"77"
"12223",472.53,0,"38"
"12224",472.54,0,"38"
"12225",472.55,15414.2995605469,"2"
"12226",472.56,9349.47631835938,"2"
"12227",472.57,18018.4428710938,"2"
"12228",472.58,12973.822265625,"2"
"12229",472.59,0,"2"
"12230",472.6,0,"2"
"12231",472.64,0,"164"
"12232",472.65,3672.4326171875,"164"
"12233",472.66,15477.345703125,"164"
"12234",472.67,18550.0073242188,"164"
"12235",472.68,0,"164"
"12236",472.69,0,"164"
"12237",472.77,0,"90"
"12238",472.78,0,"90"
"12239",472.79,15595.5864257812,"90"
"12240",472.8,10406.7524414062,"90"
"12241",472.81,0,"90"
"12242",472.82,0,"90"
"12243",472.9,0,"41"
"12244",472.91,4936.4755859375,"41"
"12245",472.92,12681.82421875,"41"
"12246",472.93,12034.8271484375,"41"
"12247",472.94,0,"41"
"12248",472.95,0,"41"
"12249",473.1,0,"129"
"12250",473.11,0,"129"
"12251",473.12,14435.2138671875,"129"
"12252",473.13,8095.68286132812,"129"
"12253",473.14,0,"129"
"12254",473.15,0,"129"
"12255",473.21,0,"45"
"12256",473.22,3298.669921875,"45"
"12257",473.23,15312.361328125,"45"
"12258",473.24,6593.56396484375,"45"
"12259",473.25,0,"45"
"12260",473.26,0,"45"
"12261",473.27,0,"74"
"12262",473.28,9563.48803710938,"74"
"12263",473.29,14796.697265625,"74"
"12264",473.3,10776.37109375,"74"
"12265",473.31,0,"74"
"12266",473.32,0,"74"
"12267",473.33,0,"39"
"12268",473.34,4703.81396484375,"39"
"12269",473.35,16524.0083007812,"39"
"12270",473.36,3235.603515625,"39"
"12271",473.37,0,"39"
"12272",473.38,0,"66"
"12273",473.39,18733.18359375,"66"
"12274",473.4,17750.1875,"66"
"12275",473.41,0,"66"
"12276",473.42,0,"66"
"12277",473.64,0,"22"
"12278",473.65,0,"22"
"12279",473.66,10679.57421875,"22"
"12280",473.67,17782.9462890625,"22"
"12281",473.68,4116.8701171875,"22"
"12282",473.69,0,"22"
"12283",473.7,3663.7685546875,"140"
"12284",473.71,12799.9482421875,"140"
"12285",473.72,12029.1640625,"140"
"12286",473.73,0,"138"
"12287",473.74,4418.3994140625,"118"
"12288",473.75,32728.0874023438,"118"
"12289",473.76,18713.890625,"118"
"12290",473.77,2560.58129882812,"118"
"12291",473.78,0,"118"
"12292",473.91,0,"166"
"12293",473.92,0,"128"
"12294",473.93,20518.4619140625,"128"
"12295",473.94,22645.4106445312,"128"
"12296",473.95,15998.3813476562,"128"
"12297",473.96,0,"128"
"12298",473.97,0,"128"
"12299",474,0,"39"
"12300",474.01,0,"39"
"12301",474.02,9490.3564453125,"39"
"12302",474.03,11394.8950195312,"39"
"12303",474.04,3229.05908203125,"39"
"12304",474.05,0,"39"
"12305",474.27,0,"193"
"12306",474.28,0,"126"
"12307",474.29,12889.587890625,"126"
"12308",474.3,35277.9516601562,"126"
"12309",474.31,3850.1455078125,"126"
"12310",474.32,0,"126"
"12311",474.75,0,"113"
"12312",474.76,0,"113"
"12313",474.77,13089.7856445312,"113"
"12314",474.78,11724.9252929688,"113"
"12315",474.79,3470.1640625,"113"
"12316",474.8,0,"113"
"12317",474.96,0,"126"
"12318",474.97,0,"126"
"12319",474.98,19749.158203125,"126"
"12320",474.99,10196.8432617188,"126"
"12321",475,0,"126"
"12322",475.01,0,"126"
"12323",475.22,0,"195"
"12324",475.23,0,"170"
"12325",475.24,13660.2805175781,"170"
"12326",475.25,46876.5419921875,"170"
"12327",475.26,14451.1281738281,"170"
"12328",475.27,0,"170"
"12329",475.28,0,"195"
"12330",475.45,0,"98"
"12331",475.46,3540.4833984375,"98"
"12332",475.47,14140.013671875,"98"
"12333",475.48,3981.5732421875,"98"
"12334",475.49,0,"98"
"12335",475.64,0,"73"
"12336",475.65,5256.92578125,"73"
"12337",475.66,16175.560546875,"73"
"12338",475.67,12626.09765625,"73"
"12339",475.68,0,"73"
"12340",475.69,0,"73"
"12341",475.7,8454.0263671875,"178"
"12342",475.71,15401.5615234375,"178"
"12343",475.72,0,"178"
"12344",475.73,0,"178"
"12345",475.78,0,"32"
"12346",475.79,2562.96875,"32"
"12347",475.8,20210.947265625,"32"
"12348",475.81,4032.9365234375,"32"
"12349",475.82,0,"32"
"12350",475.83,7360.369140625,"121"
"12351",475.84,9519.5068359375,"121"
"12352",475.85,2733.23681640625,"121"
"12353",475.86,0,"121"
"12354",475.88,0,"113"
"12355",475.89,0,"113"
"12356",475.9,8465.51904296875,"113"
"12357",475.91,13805.9409179688,"113"
"12358",475.92,0,"113"
"12359",475.93,0,"113"
"12360",476.12,0,"6"
"12361",476.13,0,"6"
"12362",476.14,15709.470703125,"6"
"12363",476.15,9073.998046875,"6"
"12364",476.16,0,"6"
"12365",476.17,0,"6"
"12366",476.44,0,"148"
"12367",476.45,4240.244140625,"148"
"12368",476.46,11245.1787109375,"148"
"12369",476.47,8853.99487304688,"71"
"12370",476.48,3870.55493164062,"71"
"12371",476.49,17232.5576171875,"71"
"12372",476.5,4251.3994140625,"71"
"12373",476.51,0,"71"
"12374",476.54,0,"167"
"12375",476.55,5127.8837890625,"167"
"12376",476.56,18719.578125,"167"
"12377",476.57,3892.69848632812,"167"
"12378",476.58,0,"38"
"12379",476.59,0,"38"
"12380",476.6,15922.7236328125,"38"
"12381",476.61,10508.9345703125,"38"
"12382",476.62,0,"38"
"12383",476.63,0,"38"
"12384",476.73,0,"32"
"12385",476.74,5358.9853515625,"32"
"12386",476.75,25099.517578125,"32"
"12387",476.76,13896.6171875,"32"
"12388",476.77,3462.48046875,"32"
"12389",476.78,0,"32"
"12390",476.82,0,"70"
"12391",476.83,1765.89294433594,"70"
"12392",476.84,11512.71484375,"70"
"12393",476.85,12679.8588867188,"70"
"12394",476.86,23261.9468994141,"70"
"12395",476.87,4863.20751953125,"70"
"12396",476.88,0,"84"
"12397",476.95,0,"175"
"12398",476.96,0,"175"
"12399",476.97,10995.7133789062,"175"
"12400",476.98,11417.2827148438,"175"
"12401",476.99,5077.4453125,"175"
"12402",477,0,"175"
"12403",477.01,0,"25"
"12404",477.02,0,"25"
"12405",477.03,7845.29272460938,"25"
"12406",477.04,14145.2883300781,"25"
"12407",477.05,0,"25"
"12408",477.06,0,"25"
"12409",477.23,0,"54"
"12410",477.24,0,"54"
"12411",477.25,10557.6567382812,"54"
"12412",477.26,12335.52734375,"54"
"12413",477.27,2863.9794921875,"54"
"12414",477.28,0,"54"
"12415",477.53,0,"156"
"12416",477.54,9799.48046875,"156"
"12417",477.55,17435.6313476562,"156"
"12418",477.56,16288.3032226562,"156"
"12419",477.57,0,"156"
"12420",477.58,0,"194"
"12421",477.62,0,"73"
"12422",477.63,3583.17260742188,"73"
"12423",477.64,20379.291015625,"73"
"12424",477.65,3913.22729492188,"73"
"12425",477.66,0,"73"
"12426",477.7,0,"49"
"12427",477.71,0,"49"
"12428",477.72,8612.92944335938,"49"
"12429",477.73,14423.2512207031,"49"
"12430",477.74,0,"49"
"12431",477.75,0,"49"
"12432",477.83,0,"149"
"12433",477.84,5128.11767578125,"149"
"12434",477.85,13155.404296875,"149"
"12435",477.86,9090.84521484375,"149"
"12436",477.87,0,"149"
"12437",477.88,0,"149"
"12438",477.89,0,"176"
"12439",477.9,4723.4375,"176"
"12440",477.91,12690.0029296875,"176"
"12441",477.92,8787.25439453125,"171"
"12442",477.93,0,"171"
"12443",477.94,7961.0146484375,"171"
"12444",477.95,15642.466796875,"171"
"12445",477.96,4410.3056640625,"171"
"12446",477.97,0,"171"
"12447",478.03,0,"8"
"12448",478.04,3667.79907226562,"8"
"12449",478.05,15129.40234375,"8"
"12450",478.06,3138.98754882812,"8"
"12451",478.07,0,"8"
"12452",478.12,0,"149"
"12453",478.13,0,"90"
"12454",478.14,23039.6655273438,"90"
"12455",478.15,24114.2177734375,"90"
"12456",478.16,21161.8852539062,"90"
"12457",478.17,4892.58837890625,"90"
"12458",478.18,0,"90"
"12459",478.21,0,"158"
"12460",478.22,0,"158"
"12461",478.23,8941.86669921875,"158"
"12462",478.24,13458.654296875,"158"
"12463",478.25,0,"101"
"12464",478.26,0,"101"
"12465",478.27,10185.017578125,"101"
"12466",478.28,22031.2099609375,"101"
"12467",478.29,0,"101"
"12468",478.3,0,"101"
"12469",478.35,0,"4"
"12470",478.36,2460.13256835938,"4"
"12471",478.37,19786.1455078125,"4"
"12472",478.38,2883.23364257812,"4"
"12473",478.39,0,"4"
"12474",478.53,0,"153"
"12475",478.54,0,"153"
"12476",478.55,10644.0405273438,"153"
"12477",478.56,17708.0502929688,"153"
"12478",478.57,0,"153"
"12479",478.58,0,"153"
"12480",478.76,0,"5"
"12481",478.77,0,"5"
"12482",478.78,10118.4675292969,"5"
"12483",478.79,22071.208984375,"5"
"12484",478.8,10942.1713867188,"5"
"12485",478.81,18728.2690429688,"5"
"12486",478.82,0,"86"
"12487",478.83,0,"86"
"12488",478.89,0,"175"
"12489",478.9,4532.56689453125,"175"
"12490",478.91,12819.033203125,"175"
"12491",478.92,8304.0302734375,"175"
"12492",478.93,0,"175"
"12493",478.94,0,"175"
"12494",479.05,0,"21"
"12495",479.06,0,"21"
"12496",479.07,8864.1591796875,"21"
"12497",479.08,11157.8706054688,"21"
"12498",479.09,3294.76806640625,"21"
"12499",479.1,0,"21"
"12500",479.36,0,"46"
"12501",479.37,3147.20703125,"46"
"12502",479.38,14145.8564453125,"46"
"12503",479.39,2912.7275390625,"46"
"12504",479.4,0,"46"
"12505",479.44,0,"94"
"12506",479.45,0,"94"
"12507",479.46,8680.46411132812,"94"
"12508",479.47,17016.2062988281,"94"
"12509",479.48,0,"94"
"12510",479.49,0,"94"
"12511",479.55,0,"91"
"12512",479.56,4369.3203125,"91"
"12513",479.57,23716.9692382812,"91"
"12514",479.58,27387.1000976562,"91"
"12515",479.59,16217.9555664062,"91"
"12516",479.6,0,"91"
"12517",479.61,0,"151"
"12518",479.86,0,"110"
"12519",479.87,4198.2294921875,"110"
"12520",479.88,14177.685546875,"110"
"12521",479.89,3525.2861328125,"110"
"12522",479.9,7840.42333984375,"110"
"12523",479.91,12199.9516601562,"194"
"12524",479.92,7822.00927734375,"194"
"12525",479.93,0,"194"
"12526",479.94,0,"194"
"12527",479.98,0,"88"
"12528",479.99,0,"88"
"12529",480,11381.5346679688,"54"
"12530",480.01,28915.0434570312,"54"
"12531",480.02,20050.4331054688,"54"
"12532",480.03,29762.4936523438,"54"
"12533",480.04,9909.6025390625,"54"
"12534",480.05,0,"54"
"12535",480.06,0,"146"
"12536",480.08,0,"85"
"12537",480.09,0,"40"
"12538",480.1,9580.5556640625,"40"
"12539",480.11,25940.6225585938,"40"
"12540",480.12,13227.3603515625,"40"
"12541",480.13,2978.0341796875,"40"
"12542",480.14,0,"40"
"12543",480.29,0,"121"
"12544",480.3,0,"121"
"12545",480.31,15918.2875976562,"121"
"12546",480.32,31088.0346679688,"121"
"12547",480.33,0,"121"
"12548",480.34,0,"121"
"12549",480.71,0,"101"
"12550",480.72,0,"101"
"12551",480.73,19687.5166015625,"101"
"12552",480.74,13221.91796875,"101"
"12553",480.75,0,"87"
"12554",480.76,3285.0888671875,"87"
"12555",480.77,22932.5712890625,"87"
"12556",480.78,3241.44580078125,"87"
"12557",480.79,0,"87"
"12558",480.81,0,"32"
"12559",480.82,5312.177734375,"32"
"12560",480.83,19170.2578125,"32"
"12561",480.84,4601.2744140625,"32"
"12562",480.85,0,"32"
"12563",481.13,0,"27"
"12564",481.14,4238.73828125,"27"
"12565",481.15,21109.1357421875,"27"
"12566",481.16,3310.68334960938,"27"
"12567",481.17,0,"27"
"12568",481.21,0,"80"
"12569",481.22,0,"80"
"12570",481.23,16326.3181152344,"80"
"12571",481.24,8667.40844726562,"80"
"12572",481.25,0,"80"
"12573",481.26,0,"80"
"12574",481.45,0,"11"
"12575",481.46,3997.26733398438,"11"
"12576",481.47,16428.701171875,"11"
"12577",481.48,13778.724609375,"11"
"12578",481.49,0,"11"
"12579",481.5,0,"11"
"12580",481.56,0,"191"
"12581",481.57,0,"191"
"12582",481.58,8521.45288085938,"191"
"12583",481.59,11524.0751953125,"191"
"12584",481.6,3186.55834960938,"191"
"12585",481.61,0,"191"
"12586",481.63,0,"70"
"12587",481.64,1737.23132324219,"70"
"12588",481.65,7433.63916015625,"70"
"12589",481.66,4234.57629394531,"70"
"12590",481.67,0,"70"
"12591",481.68,0,"70"
"12592",481.72,0,"200"
"12593",481.73,0,"200"
"12594",481.74,9254.173828125,"200"
"12595",481.75,9682.6884765625,"5"
"12596",481.76,4031.00170898438,"5"
"12597",481.77,11469.736328125,"5"
"12598",481.78,24292.1728515625,"5"
"12599",481.79,0,"5"
"12600",481.8,0,"5"
"12601",481.84,0,"13"
"12602",481.85,0,"13"
"12603",481.86,14903.5249023438,"13"
"12604",481.87,9320.29638671875,"13"
"12605",481.88,0,"13"
"12606",481.89,0,"13"
"12607",481.91,0,"124"
"12608",481.92,4658.806640625,"124"
"12609",481.93,17086.7397460938,"124"
"12610",481.94,11904.0415039062,"124"
"12611",481.95,0,"124"
"12612",481.96,0,"44"
"12613",481.97,0,"44"
"12614",481.98,8422.974609375,"44"
"12615",481.99,9461.90869140625,"44"
"12616",482,1576.92932128906,"44"
"12617",482.01,0,"44"
"12618",482.2,0,"200"
"12619",482.21,0,"200"
"12620",482.22,7580.77807617188,"200"
"12621",482.23,11714.8095703125,"200"
"12622",482.24,4316.1376953125,"200"
"12623",482.25,0,"200"
"12624",482.45,0,"133"
"12625",482.46,3477.76953125,"133"
"12626",482.47,13642.572265625,"133"
"12627",482.48,11812.576171875,"133"
"12628",482.49,0,"133"
"12629",482.5,0,"133"
"12630",482.51,0,"42"
"12631",482.52,6742.89892578125,"42"
"12632",482.53,25990.8920898438,"42"
"12633",482.54,24566.0651855469,"42"
"12634",482.55,0,"42"
"12635",482.56,0,"42"
"12636",482.57,11671.240234375,"103"
"12637",482.58,18546.76171875,"103"
"12638",482.59,0,"103"
"12639",482.6,0,"103"
"12640",482.64,0,"72"
"12641",482.65,0,"72"
"12642",482.66,20602.4814453125,"72"
"12643",482.67,15841.8115234375,"72"
"12644",482.68,3672.02392578125,"72"
"12645",482.69,0,"72"
"12646",482.74,0,"82"
"12647",482.75,0,"82"
"12648",482.76,9212.19750976562,"82"
"12649",482.77,11378.99609375,"82"
"12650",482.78,2819.72436523438,"82"
"12651",482.79,0,"82"
"12652",482.98,0,"103"
"12653",482.99,0,"103"
"12654",483,19937.5791015625,"103"
"12655",483.01,13840.7026367188,"103"
"12656",483.02,21673.3623046875,"103"
"12657",483.03,12830.025390625,"103"
"12658",483.04,4018.9228515625,"135"
"12659",483.05,0,"135"
"12660",483.09,0,"147"
"12661",483.1,0,"147"
"12662",483.11,10864.9970703125,"98"
"12663",483.12,16805.4702148438,"98"
"12664",483.13,24189.2390136719,"98"
